Country Name,Country ISO3 Code,Year,Region (Politico-Geographic 6-Category),Deliberative Democracy Index (D),Egalitarian Democracy Index (D),Electoral Democracy Index (D),Liberal Democracy Index (D),Participatory Democracy Index (D),Access to Justice for Men (C),Access to Justice for Women (C),Barriers to Parties (C),Civil Society Participation Index (D),Clean Elections Index (D),Compliance with High Court (C),Compliance with Judiciary (C),CSO Entry and Exit (C),CSO Repression (C),Deliberative Component Index (D),Distinct Party Platforms (C),Egalitarian Component Index (D),Elected Officials Index (D),Elections Multiparty (C),Equal Access Index (D),Equal Distribution of Resources Index (D),Equal Protection Index (D),Equality before Law & Individual Liberty Index (D),Executive Oversight (C),Executive Respects Constitution (C),Freedom from Forced Labor for Men (C),Freedom from Forced Labor for Women (C),Freedom from Political Killings (C),Freedom from Torture (C),Freedom of Academic & Cultural Expression (C),Freedom of Association Thick Index (D),Freedom of Discussion for Men (C),Freedom of Discussion for Women (C),Freedom of Domestic Movement for Men (C),Freedom of Domestic Movement for Women (C),Freedom of Expression & Alt. Info. Index (D),Freedom of Foreign Movement (C),Freedom of Religion (C),Gov. Censorship Effort — Media (C),Harassment of Journalists (C),High Court Independence (C),Indirectly Elected Legis. Lower Chamber (A),Indirectly Elected Legis. Upper Chamber (A),Initiatives Administrative Threshold (A),Initiatives Permitted (A),Initiatives Signatures (A),Initiatives Signatures % (A),Initiatives Super Majority (A),Judicial Constraints on Executive Index (D),Legislative Constraints on Executive Index (D),Legislative Party Cohesion (C),Legislature Bicameral (A*),Legislature Investigates in Practice (C),Legislature Opposition Parties (C),Legislature Questions Officials in Practice (C),Liberal Component Index (D),Lower Chamber Elected (A),Lower Court Independence (C),Media Bias (C),Media Self-Censorship (C),Opposition Parties Autonomy (C),Participatory Component Index (D),Party Ban (C),Party Branches (C),Party Linkages (C),Party Organizations (C),Print/Broadcast Media Critical (C),Print/Broadcast Media Perspectives (C),Rigorous & Impartial Public Administration (C),Social Class Equality (Civil Liberty) (C),Social Group Equality (Civil Liberty) (C),Transparent Laws with Predictable Enforcement (C),Upper Chamber Elected (A)
Mauritania,MRT,2001,4.000,0.181,0.149,0.313,0.139,0.125,1.041,1.158,0.577,0.369,0.140,-1.760,-1.750,0.823,0.471,0.429,-0.376,0.330,1.000,-0.031,0.161,0.212,0.595,0.561,-1.265,0.521,-0.953,-0.931,0.814,-0.255,1.184,0.521,0.389,0.971,1.092,1.328,0.651,1.101,-2.056,0.014,0.889,-2.395,0.000,95.000,,0.000,,,,0.079,0.238,0.749,2.000,-1.729,0.246,1.082,0.301,100.000,-1.841,0.599,0.141,0.440,0.258,0.230,0.840,-1.320,0.658,0.427,1.185,0.594,1.240,-0.896,-0.219,0.000
Mauritania,MRT,2002,4.000,0.181,0.148,0.314,0.140,0.125,1.041,1.158,0.353,0.369,0.143,-1.760,-1.750,0.823,0.471,0.429,-0.376,0.330,1.000,-0.031,0.161,0.212,0.595,0.565,-1.265,0.521,-0.953,-0.931,0.814,-0.255,1.184,0.519,0.389,0.971,1.092,1.328,0.658,1.101,-2.056,0.014,0.889,-2.395,0.000,95.000,,0.000,,,,0.079,0.238,0.749,2.000,-1.729,0.246,1.082,0.301,100.000,-1.841,0.599,0.388,0.440,0.254,0.230,0.840,-1.320,0.658,0.427,1.185,0.852,1.240,-0.896,-0.219,0.000
Mauritania,MRT,2003,4.000,0.181,0.149,0.310,0.140,0.123,1.041,1.158,0.353,0.369,0.135,-1.760,-1.750,0.823,0.471,0.429,-0.376,0.330,1.000,-0.310,0.161,0.212,0.595,0.558,-1.265,0.521,-0.953,-0.931,0.814,-0.255,1.184,0.517,0.389,0.971,1.092,1.328,0.658,1.101,-2.056,0.014,0.889,-2.395,0.000,95.000,,0.000,,,,0.079,0.238,0.749,2.000,-1.729,0.246,1.082,0.303,100.000,-1.841,0.599,0.388,0.440,0.250,0.230,0.840,-1.320,0.658,0.427,1.185,0.496,1.240,-0.896,-0.219,0.000
Mauritania,MRT,2004,4.000,0.182,0.149,0.316,0.144,0.123,1.041,1.158,0.353,0.369,0.137,-1.760,-1.750,0.823,0.471,0.429,-0.376,0.330,1.000,-0.310,0.161,0.212,0.595,0.588,-1.265,0.521,-0.953,-0.931,1.575,-0.036,1.184,0.506,0.389,1.305,1.092,1.328,0.701,1.101,-2.056,0.014,0.889,-2.395,0.000,95.000,,0.000,,,,0.079,0.238,0.749,2.000,-1.729,0.246,1.082,0.311,100.000,-1.841,1.039,1.043,0.440,0.246,0.230,0.840,-1.320,0.658,0.427,1.185,0.496,1.240,-0.896,-0.219,0.000
Mauritania,MRT,2005,4.000,0.178,0.151,0.292,0.119,0.116,1.041,1.158,0.449,0.404,0.080,-1.760,-1.750,1.723,1.070,0.430,-0.376,0.356,0.000,-0.310,0.168,0.287,0.595,0.613,-1.527,0.521,-0.953,-0.931,1.575,-0.036,1.184,0.569,1.626,2.125,1.092,1.328,0.755,1.031,-2.056,0.014,0.889,-2.395,0.000,95.000,,0.000,,,,0.079,0.093,0.749,0.000,-1.355,-1.672,-1.537,0.256,100.000,-1.841,1.461,0.327,0.440,0.248,0.197,0.840,-1.320,0.658,1.084,1.185,0.496,1.240,-0.896,0.549,0.000
Mauritania,MRT,2006,4.000,0.232,0.140,0.249,0.120,0.121,1.041,1.323,0.982,0.446,0.056,-0.748,-1.419,1.862,1.070,0.669,-0.194,0.366,0.000,0.672,0.192,0.287,0.595,0.673,-1.527,1.016,-0.953,-0.241,1.989,0.698,1.818,0.568,1.626,2.125,1.327,1.328,0.876,1.031,-2.056,1.146,1.802,-1.814,,,,0.000,,,,0.238,0.131,0.096,0.000,-1.355,,,0.303,,0.000,1.631,1.787,0.440,0.304,0.482,0.840,-0.202,0.658,1.319,2.081,0.759,1.240,-0.896,0.549,
Mauritania,MRT,2007,4.000,0.350,0.217,0.452,0.235,0.179,1.180,1.323,1.117,0.446,0.453,-0.748,-1.419,1.872,1.529,0.705,-0.194,0.366,1.000,0.672,0.192,0.287,0.595,0.707,-0.358,1.016,-0.346,-0.241,1.989,1.182,1.818,0.702,2.200,2.125,1.327,1.328,0.883,1.031,-2.056,1.146,1.802,-1.814,0.000,95.000,,0.000,,,,0.238,0.398,0.096,2.000,-0.586,0.857,0.802,0.406,100.000,0.000,1.631,1.787,0.769,0.271,0.482,0.840,-0.202,0.658,1.319,2.081,0.759,1.240,-0.896,0.918,0.000
Mauritania,MRT,2008,4.000,0.262,0.191,0.393,0.205,0.149,1.180,1.323,1.117,0.360,0.257,-0.748,-1.603,1.313,0.695,0.551,-0.376,0.358,0.000,0.672,0.174,0.287,0.595,0.701,-1.060,0.426,-0.737,-0.734,1.989,1.096,1.635,0.658,2.200,2.125,1.327,1.328,0.872,1.031,-2.056,1.146,1.562,-1.814,0.000,95.000,,0.000,,,,0.207,0.250,0.096,2.000,-1.840,0.629,0.802,0.393,100.000,0.000,1.559,1.648,0.769,0.239,0.482,0.840,-1.027,0.658,1.319,2.081,0.989,1.240,-0.896,0.918,0.000
Mauritania,MRT,2009,4.000,0.259,0.180,0.363,0.189,0.139,1.180,1.323,1.117,0.369,0.185,-0.748,-1.603,1.037,0.741,0.582,-0.376,0.358,1.000,0.806,0.174,0.287,0.595,0.681,-1.060,0.480,-0.737,-0.734,1.989,0.805,1.546,0.594,2.080,2.125,1.327,1.328,0.872,1.031,-2.056,1.146,1.562,-1.814,0.000,95.000,,0.000,,,,0.212,0.250,1.287,2.000,-1.840,0.629,0.802,0.385,100.000,0.000,1.559,1.648,0.769,0.243,0.482,0.840,-1.324,0.658,1.319,2.081,0.789,1.240,-0.896,0.711,0.000
Mauritania,MRT,2010,4.000,0.292,0.219,0.467,0.224,0.173,1.180,1.323,1.117,0.369,0.383,-0.748,-1.603,1.037,0.592,0.550,-0.376,0.358,1.000,0.806,0.174,0.287,0.595,0.681,-1.060,0.480,-0.737,-0.734,1.989,0.805,1.546,0.648,2.080,2.125,1.327,1.328,0.862,1.031,-2.056,0.995,1.562,-1.814,0.000,95.000,,0.000,,,,0.212,0.204,1.287,2.000,-2.274,0.506,0.802,0.370,100.000,0.000,1.559,1.648,0.769,0.243,0.482,0.840,-1.324,0.658,1.319,2.081,0.789,1.240,-0.896,0.711,0.000
Mauritania,MRT,2011,4.000,0.292,0.219,0.467,0.225,0.171,1.180,1.323,1.117,0.369,0.383,-0.748,-1.603,1.037,0.592,0.550,-0.376,0.358,1.000,0.806,0.174,0.287,0.595,0.681,-1.060,0.480,-0.737,-0.734,1.989,0.805,1.546,0.648,2.080,2.125,1.327,1.328,0.862,1.031,-2.056,0.995,1.562,-1.814,0.000,95.000,,0.000,,,,0.212,0.206,1.287,2.000,-2.274,0.623,0.802,0.372,100.000,0.000,1.559,1.648,0.769,0.239,0.482,0.840,-1.324,0.658,1.319,2.081,0.789,1.240,-0.896,0.711,0.000
Mauritania,MRT,2012,4.000,0.295,0.220,0.470,0.226,0.172,1.180,1.323,1.117,0.369,0.401,-0.748,-1.603,1.037,0.592,0.548,-0.376,0.358,1.000,0.806,0.174,0.287,0.595,0.681,-1.060,0.480,-0.737,-0.734,1.989,0.805,1.546,0.648,2.080,2.125,1.327,1.328,0.858,1.031,-2.056,0.995,1.194,-1.814,0.000,95.000,,0.000,,,,0.212,0.206,1.287,2.000,-2.274,0.623,0.802,0.372,100.000,0.000,1.559,1.648,0.769,0.237,0.482,0.840,-1.324,0.658,1.319,2.081,0.789,1.240,-0.896,0.711,0.000
Mauritania,MRT,2013,4.000,0.251,0.181,0.417,0.175,0.175,0.650,0.859,0.838,0.406,0.404,-0.957,-1.603,0.366,0.176,0.505,-0.331,0.313,1.000,0.406,0.177,0.141,0.590,0.490,-1.303,0.375,-0.970,-0.949,1.938,-0.683,0.751,0.514,1.685,0.951,1.397,1.346,0.790,-0.205,-2.056,1.296,1.041,-0.836,0.000,95.000,,0.000,,,,0.206,0.174,0.558,2.000,-1.520,-0.567,0.076,0.297,100.000,-0.881,0.491,1.750,0.136,0.295,0.005,0.840,-1.970,-0.167,1.099,1.741,-1.316,1.240,-1.089,-0.048,0.000
Mauritania,MRT,2014,4.000,0.252,0.182,0.424,0.176,0.175,0.650,0.859,0.838,0.406,0.416,-0.957,-1.603,0.366,0.176,0.505,-0.331,0.309,1.000,1.450,0.177,0.141,0.585,0.478,-1.303,0.375,-0.970,-0.949,1.938,-0.683,1.127,0.519,1.685,0.951,1.397,1.346,0.799,-0.205,-2.554,1.296,1.041,-0.836,0.000,95.000,,0.000,,,,0.206,0.174,0.558,2.000,-1.520,-0.567,0.076,0.297,100.000,-0.881,0.491,1.750,0.136,0.291,0.005,0.840,-1.828,-0.167,1.099,1.741,-1.316,1.240,-1.089,-0.048,0.000
Mauritania,MRT,2015,4.000,0.254,0.183,0.430,0.180,0.176,0.650,0.859,0.838,0.406,0.424,-0.957,-1.603,0.366,0.176,0.505,-0.331,0.307,1.000,1.450,0.177,0.141,0.588,0.475,-1.303,0.375,-0.970,-0.949,1.938,-0.683,0.746,0.541,1.685,0.951,1.397,1.346,0.789,-0.205,-2.554,1.296,1.041,-0.836,0.000,95.000,,0.000,,,,0.206,0.174,0.558,2.000,-1.520,-0.567,0.076,0.297,100.000,-0.881,0.491,1.750,0.136,0.287,0.005,0.840,-1.828,-0.167,1.099,1.741,-1.413,1.240,-1.089,-0.048,0.000
Mauritania,MRT,2016,4.000,0.254,0.182,0.430,0.180,0.175,0.650,0.859,0.838,0.406,0.424,-0.957,-1.603,0.366,0.176,0.505,-0.331,0.304,1.000,1.450,0.177,0.141,0.578,0.475,-1.303,0.375,-0.970,-0.949,1.938,-0.683,0.746,0.541,1.685,0.951,1.397,1.346,0.789,-0.205,-2.554,1.296,1.041,-0.836,0.000,95.000,,0.000,,,,0.206,0.174,0.558,2.000,-1.520,-0.567,0.076,0.297,100.000,-0.881,0.491,1.750,0.136,0.283,0.005,0.840,-1.828,-0.167,1.099,1.741,-1.413,1.240,-1.089,-0.048,0.000
Mauritania,MRT,2017,4.000,0.216,0.156,0.390,0.158,0.169,0.684,0.881,0.743,0.411,0.428,-0.722,-1.039,-0.361,-0.005,0.448,-0.536,0.274,1.000,1.450,0.163,0.134,0.487,0.462,-1.687,0.699,-0.575,-0.488,1.743,-0.935,0.500,0.494,1.139,1.208,1.219,0.662,0.671,-0.392,-2.554,0.796,-0.207,-1.203,0.000,,,0.000,,,,0.234,0.117,1.089,1.000,-2.311,-0.567,0.423,0.279,100.000,-1.038,-0.407,0.953,0.136,0.306,0.005,0.296,-1.828,0.084,0.855,1.741,-0.997,0.803,-0.944,-0.048,
Mauritania,MRT,2018,4.000,0.226,0.167,0.388,0.169,0.215,0.583,0.735,0.875,0.390,0.415,-0.670,-1.039,-0.086,-0.005,0.480,-0.305,0.304,1.000,1.392,0.196,0.204,0.473,0.506,-1.687,1.080,-0.575,-0.488,1.592,-0.835,0.477,0.470,1.313,1.361,1.080,0.868,0.701,-0.247,-2.108,0.907,0.613,-0.867,0.000,,,0.000,,,,0.280,0.117,1.310,1.000,-2.311,-0.567,0.423,0.310,100.000,-0.690,-0.200,0.181,-0.235,0.439,-0.167,0.440,-2.339,0.309,1.104,1.865,-0.792,0.803,-1.386,0.811,
Mauritania,MRT,2019,4.000,0.290,0.180,0.404,0.186,0.254,0.664,0.770,0.875,0.528,0.405,-0.805,-1.607,0.356,0.557,0.620,-0.305,0.320,1.000,0.997,0.213,0.203,0.513,0.605,-1.493,1.083,-0.420,-0.351,2.036,0.175,1.192,0.502,1.498,1.517,1.236,0.996,0.750,0.265,-1.324,0.783,1.162,-1.099,0.000,,,0.000,,,,0.223,0.165,1.310,1.000,-2.050,0.031,0.423,0.340,100.000,-0.718,1.212,0.181,-0.235,0.527,-0.167,0.324,-1.181,-0.186,0.868,1.066,-0.227,0.850,-1.171,0.317,
Mauritania,MRT,2020,4.000,0.272,0.177,0.392,0.207,0.243,0.664,0.770,0.211,0.525,0.416,-0.805,-1.607,0.356,0.199,0.591,-0.305,0.328,1.000,0.997,0.172,0.279,0.498,0.584,-0.439,1.474,-0.966,-0.901,1.925,-0.386,0.349,0.443,1.314,1.337,1.405,1.175,0.746,0.422,-0.929,1.041,0.869,-1.635,0.000,,,0.000,,,,0.218,0.401,0.948,1.000,-0.915,0.543,1.405,0.407,100.000,-0.451,1.755,0.855,-0.235,0.513,-0.167,0.324,-1.181,-0.186,0.446,1.126,-0.338,0.816,-0.965,0.317,
Mauritania,MRT,2021,4.000,0.267,0.169,0.394,0.195,0.247,0.664,0.770,0.557,0.557,0.418,-0.805,-1.607,0.356,0.592,0.580,-0.305,0.302,1.000,0.997,0.196,0.223,0.456,0.508,-0.574,1.469,-1.130,-1.070,1.650,-0.823,0.349,0.470,1.137,1.205,1.405,1.175,0.713,0.021,-1.326,0.851,0.869,-1.635,0.000,,,0.000,,,,0.224,0.394,1.132,1.000,-0.915,0.526,1.405,0.381,100.000,-0.451,1.598,0.687,-0.235,0.524,-0.167,0.324,-0.826,-0.186,0.234,1.061,-0.886,0.717,-1.352,0.317,
Mauritania,MRT,2022,4.000,0.248,0.177,0.397,0.192,0.247,0.532,0.655,-0.003,0.549,0.415,-0.805,-1.607,0.356,0.592,0.515,-0.305,0.323,1.000,0.997,0.278,0.187,0.476,0.518,-0.574,1.469,-0.774,-0.780,1.650,-0.178,0.349,0.472,0.890,1.335,1.081,1.057,0.726,0.221,-1.326,0.851,1.230,-2.197,0.000,,,0.000,,,,0.172,0.380,1.132,1.000,-0.626,0.526,0.829,0.364,100.000,-0.828,1.598,0.687,0.177,0.517,-0.167,0.324,-0.826,-0.186,0.234,1.112,-0.886,0.717,-1.143,-0.054,
Mauritania,MRT,2023,4.000,0.248,0.168,0.366,0.181,0.233,0.532,0.655,-0.003,0.557,0.320,-0.805,-1.607,0.356,0.592,0.556,-0.305,0.328,1.000,1.398,0.260,0.258,0.454,0.552,-0.574,1.363,-0.932,-0.914,1.650,0.540,0.349,0.481,1.010,1.211,1.081,0.718,0.698,0.221,-1.326,0.851,0.871,-1.662,0.000,,,0.000,,,,0.216,0.314,1.282,1.000,-1.349,0.526,0.829,0.367,100.000,-0.415,1.516,0.354,0.177,0.516,-0.167,0.324,-1.163,-0.186,0.234,1.112,-0.359,0.717,-1.381,-0.054,
Mauritania,MRT,2024,4.000,0.240,0.153,0.333,0.135,0.226,-1.984,-1.543,-0.364,0.644,0.283,-0.805,-1.607,0.619,0.628,0.579,-0.305,0.321,1.000,0.834,0.260,0.218,0.464,0.293,-0.574,1.339,-1.176,-1.093,1.677,-0.630,-0.213,0.423,0.071,0.520,0.785,0.718,0.650,-0.343,-1.326,0.721,0.871,-2.220,0.000,,,0.000,,,,0.172,0.314,1.282,1.000,-1.349,0.526,0.829,0.266,100.000,-0.851,1.516,0.354,-0.212,0.542,-0.414,0.518,-1.163,-0.186,0.234,1.112,-0.865,0.717,-1.381,-1.113,
