Country Name,Country ISO3 Code,Year,Region (Politico-Geographic 6-Category),Deliberative Democracy Index (D),Egalitarian Democracy Index (D),Electoral Democracy Index (D),Liberal Democracy Index (D),Participatory Democracy Index (D),Civil Society Participation Index (D),Clean Elections Index (D),CSO Entry and Exit (C),CSO Repression (C),Deliberative Component Index (D),Distinct Party Platforms (C),Egalitarian Component Index (D),Elected Officials Index (D),Elections Multiparty (C),Equal Access Index (D),Equal Distribution of Resources Index (D),Equal Protection Index (D),Executive Oversight (C),Executive Respects Constitution (C),Gov. Censorship Effort — Media (C),Harassment of Journalists (C),Legislative Constraints on Executive Index (D),Legislative Party Cohesion (C),Legislature Opposition Parties (C),Media Bias (C),Media Self-Censorship (C),Opposition Parties Autonomy (C),Participatory Component Index (D),Party Ban (C),Party Branches (C),Party Linkages (C),Party Organizations (C),Print/Broadcast Media Critical (C),Print/Broadcast Media Perspectives (C),Rigorous & Impartial Public Administration (C),Social Class Equality (Civil Liberty) (C),Social Group Equality (Civil Liberty) (C),Transparent Laws with Predictable Enforcement (C)
Mozambique,MOZ,2019,4.000,0.268,0.247,0.394,0.249,0.244,0.764,0.245,1.859,0.751,0.579,1.393,0.519,1.000,1.486,0.709,0.254,0.590,0.136,0.493,0.293,0.480,0.451,1.702,-0.304,0.988,0.593,1.665,0.511,1.419,-0.163,-0.279,-0.262,0.735,1.289,-0.359,0.639,1.177,-0.009
Mozambique,MOZ,2020,4.000,0.256,0.235,0.369,0.229,0.230,0.745,0.188,1.256,0.546,0.576,0.810,0.519,1.000,1.486,0.733,0.254,0.571,-0.207,0.429,-0.198,0.549,0.375,1.702,-0.356,0.988,0.593,1.402,0.504,1.326,-0.163,-0.049,-0.262,0.735,1.289,-0.359,0.560,1.080,-0.092
Mozambique,MOZ,2021,4.000,0.257,0.231,0.369,0.236,0.249,0.739,0.203,1.212,0.373,0.582,0.679,0.508,1.000,1.486,0.733,0.244,0.555,0.203,0.429,-0.198,0.278,0.429,1.702,-0.356,0.988,1.197,1.402,0.561,1.326,-0.373,-0.313,-0.144,0.383,1.289,-0.283,0.560,1.080,-0.092
Mozambique,MOZ,2022,4.000,0.246,0.231,0.369,0.235,0.234,0.678,0.203,0.969,0.224,0.557,0.679,0.509,1.000,1.486,0.751,0.233,0.560,0.203,0.327,-0.198,0.278,0.425,1.702,-0.356,0.988,1.197,1.327,0.518,1.326,-0.373,-0.313,-0.144,0.987,1.289,-0.252,0.560,1.080,0.296
Mozambique,MOZ,2023,4.000,0.240,0.227,0.355,0.219,0.234,0.726,0.187,0.969,0.053,0.557,0.679,0.512,1.000,1.486,0.751,0.226,0.564,0.203,0.327,-0.198,0.278,0.385,1.562,-0.356,0.988,1.197,1.054,0.536,1.326,-0.373,-0.235,-0.144,0.386,1.289,-0.709,0.536,1.080,-0.022
Mozambique,MOZ,2024,4.000,0.190,0.200,0.304,0.171,0.206,0.669,0.151,0.156,0.053,0.456,0.398,0.495,1.000,0.313,0.759,0.216,0.520,-0.551,-0.363,-0.929,-0.373,0.306,1.698,-0.356,0.589,0.740,0.294,0.514,1.326,-0.305,-0.235,-0.198,0.386,0.666,-0.858,0.438,0.788,-0.614
Nigeria,NGA,1960,4.000,0.157,0.116,0.250,0.195,0.173,0.665,0.247,1.103,1.025,0.425,1.799,0.289,0.000,0.230,0.374,0.189,0.257,-0.347,-1.277,-0.281,-0.208,0.736,-0.062,1.340,0.866,1.370,0.902,0.474,1.285,1.475,-1.177,0.889,1.015,1.756,-1.188,-0.615,0.291,-0.366
Nigeria,NGA,1961,4.000,0.156,0.116,0.249,0.194,0.183,0.776,0.224,1.103,1.025,0.425,1.799,0.289,0.000,0.230,0.374,0.189,0.257,-0.347,-1.277,0.070,-0.208,0.736,-0.062,1.340,0.866,1.370,0.902,0.511,1.285,1.475,-1.177,0.937,1.015,1.756,-1.188,-0.615,0.291,-0.366
Nigeria,NGA,1962,4.000,0.156,0.116,0.249,0.194,0.183,0.776,0.224,1.103,1.025,0.425,1.799,0.289,0.000,0.230,0.374,0.189,0.257,-0.347,-1.277,0.070,-0.208,0.736,-0.062,1.340,0.866,1.370,0.902,0.511,1.285,1.475,-1.177,0.937,1.015,1.756,-1.188,-0.615,0.291,-0.366
Nigeria,NGA,1963,4.000,0.156,0.116,0.249,0.194,0.193,0.776,0.224,1.103,1.025,0.425,1.799,0.289,0.000,0.230,0.374,0.189,0.257,-0.347,-1.277,0.070,-0.208,0.736,-0.062,1.340,0.866,1.370,0.902,0.544,1.285,1.475,-1.177,0.937,1.015,1.756,-1.188,-0.615,0.291,-0.366
Nigeria,NGA,1964,4.000,0.156,0.115,0.249,0.188,0.183,0.776,0.224,1.103,1.025,0.425,1.799,0.289,0.000,-0.094,0.374,0.189,0.257,-0.670,-1.277,0.070,-0.208,0.716,-0.062,1.340,0.866,1.370,0.902,0.511,1.285,1.475,-1.177,0.937,1.015,1.756,-1.188,-0.615,0.291,-0.366
Nigeria,NGA,1965,4.000,0.151,0.111,0.233,0.182,0.177,0.776,0.099,1.103,1.025,0.425,1.799,0.289,0.000,-0.094,0.374,0.189,0.257,-0.670,-1.277,0.070,-0.208,0.716,-0.062,1.340,0.655,1.370,0.902,0.511,1.285,1.475,-1.177,0.937,1.015,1.756,-1.188,-0.615,0.291,-0.366
Nigeria,NGA,1966,4.000,0.100,0.106,0.214,0.108,0.164,0.776,0.004,1.103,0.512,0.264,1.954,0.289,0.000,-0.094,0.374,0.189,0.257,0.340,-1.277,0.070,-0.208,0.729,-0.273,0.672,0.655,1.370,0.902,0.484,0.852,0.030,-1.177,0.765,1.015,1.756,-1.551,-0.615,0.291,-0.366
Nigeria,NGA,1967,4.000,0.048,0.092,0.182,0.084,0.140,0.731,0.000,0.774,0.512,0.105,1.578,0.265,0.000,,0.303,0.188,0.257,-0.316,-1.277,0.070,-0.754,0.147,-0.301,,0.655,0.963,0.277,0.437,-0.077,-0.220,-1.177,-0.115,1.499,1.756,-2.858,-0.615,0.291,-1.953
Nigeria,NGA,1968,4.000,0.044,0.092,0.182,0.084,0.140,0.731,0.000,0.774,0.512,0.096,1.578,0.265,0.000,,0.303,0.188,0.257,-0.316,-1.277,0.070,-0.754,0.147,-0.301,,0.655,0.963,0.277,0.437,-0.077,-0.220,-1.177,-0.115,1.499,1.756,-2.858,-0.615,0.291,-1.953
Nigeria,NGA,1969,4.000,0.044,0.092,0.182,0.084,0.140,0.731,0.000,0.774,0.512,0.096,1.578,0.265,0.000,,0.303,0.188,0.257,-0.316,-1.277,0.070,-0.754,0.147,-0.301,,0.655,0.963,0.277,0.437,-0.077,-0.220,-1.177,-0.115,1.499,1.756,-2.858,-0.615,0.291,-1.953
Nigeria,NGA,1970,4.000,0.044,0.092,0.182,0.084,0.140,0.731,0.000,0.774,0.512,0.096,1.578,0.265,0.000,,0.303,0.188,0.257,-0.316,-1.277,0.070,-0.754,0.147,-0.301,,0.655,0.963,0.277,0.437,-0.077,-0.220,-1.177,-0.115,1.499,1.756,-2.858,-0.615,0.291,-1.953
Nigeria,NGA,1971,4.000,0.042,0.092,0.182,0.087,0.140,0.731,0.000,0.774,0.512,0.090,1.578,0.265,0.000,,0.303,0.188,0.257,-0.316,-1.277,0.070,-0.754,0.147,-0.301,,0.655,0.963,0.277,0.437,-0.077,-0.220,-1.177,-0.115,1.499,1.756,-2.414,-0.615,0.291,-1.618
Nigeria,NGA,1972,4.000,0.042,0.092,0.182,0.091,0.142,0.745,0.000,0.774,0.386,0.090,1.578,0.266,0.000,,0.303,0.192,0.257,-0.316,-1.277,0.070,-0.754,0.147,-0.301,,0.655,0.963,0.277,0.441,-0.077,-0.220,-1.177,-0.115,1.499,1.756,-2.194,-0.615,0.291,-1.618
Nigeria,NGA,1973,4.000,0.042,0.092,0.180,0.091,0.142,0.745,0.000,0.774,0.386,0.090,1.578,0.266,0.000,,0.303,0.192,0.257,-0.316,-1.277,0.070,-0.754,0.147,-0.301,,0.655,0.963,0.277,0.441,-0.077,-0.220,-1.177,-0.115,1.499,1.756,-2.194,-0.615,0.291,-1.618
Nigeria,NGA,1974,4.000,0.042,0.092,0.180,0.091,0.142,0.745,0.000,0.774,0.386,0.090,1.578,0.266,0.000,,0.303,0.192,0.257,-0.316,-1.277,0.070,-0.754,0.147,-0.301,,0.655,0.963,0.277,0.441,-0.077,-0.220,-1.177,-0.115,1.499,1.756,-2.194,-0.615,0.291,-1.618
Nigeria,NGA,1975,4.000,0.046,0.093,0.182,0.091,0.142,0.745,0.000,0.774,0.386,0.101,1.578,0.270,0.000,,0.303,0.191,0.257,-0.316,-1.277,0.070,-0.754,0.147,-0.301,,0.655,0.963,0.277,0.441,-0.077,-0.220,-1.177,-0.115,1.499,1.756,-2.194,-0.615,0.291,-1.618
Nigeria,NGA,1976,4.000,0.046,0.094,0.182,0.092,0.142,0.745,0.000,0.774,0.386,0.101,1.578,0.270,0.000,,0.303,0.191,0.257,-0.316,-1.277,0.070,-0.754,0.147,-0.301,,0.655,0.963,0.277,0.441,0.035,-0.220,-1.177,-0.115,1.499,1.756,-2.006,-0.615,0.291,-1.618
Nigeria,NGA,1977,4.000,0.047,0.095,0.190,0.093,0.144,0.745,0.000,0.774,0.386,0.101,1.578,0.270,0.000,,0.303,0.191,0.257,-0.316,-1.277,0.070,-0.754,0.147,-0.301,,0.867,0.963,0.277,0.441,1.033,-0.220,-1.177,-0.115,1.499,1.756,-2.006,-0.615,0.291,-1.618
Nigeria,NGA,1978,4.000,0.087,0.098,0.201,0.097,0.147,0.745,0.000,1.393,0.386,0.224,1.578,0.270,0.000,,0.303,0.191,0.257,-0.316,-1.277,0.070,-0.754,0.147,-0.301,,0.867,0.963,0.928,0.441,1.033,0.686,-1.177,1.155,1.499,1.756,-1.537,-0.615,0.291,-1.618
Nigeria,NGA,1979,4.000,0.184,0.128,0.265,0.147,0.211,0.798,0.083,1.393,1.283,0.489,1.233,0.310,1.000,0.411,0.378,0.191,0.311,-0.316,-1.479,0.562,-0.194,0.723,-0.301,1.392,0.867,1.358,1.168,0.579,1.386,1.349,-1.177,1.438,1.499,1.756,-1.428,-0.615,1.052,-0.005
Nigeria,NGA,1980,4.000,0.231,0.166,0.382,0.256,0.261,0.798,0.169,1.393,1.527,0.489,1.233,0.307,1.000,0.411,0.378,0.188,0.311,-0.316,-1.479,0.562,-0.194,0.750,-0.301,1.392,0.867,1.358,1.168,0.579,1.386,1.349,-1.177,1.438,1.499,1.756,-1.428,-0.615,1.052,0.406
Nigeria,NGA,1981,4.000,0.231,0.166,0.382,0.259,0.261,0.798,0.169,1.393,1.527,0.489,1.233,0.307,1.000,0.411,0.378,0.188,0.311,-0.316,-1.479,0.562,-0.194,0.750,-0.301,1.392,0.867,1.358,1.168,0.579,1.386,1.349,-1.177,1.438,1.499,1.756,-1.428,-0.615,1.052,0.406
Nigeria,NGA,1982,4.000,0.231,0.166,0.382,0.259,0.261,0.798,0.169,1.393,1.527,0.489,1.233,0.307,1.000,0.411,0.378,0.188,0.311,-0.316,-1.479,0.562,-0.194,0.750,-0.301,1.392,0.867,1.358,1.168,0.579,1.386,1.349,-1.177,1.438,1.499,1.756,-1.428,-0.615,1.052,0.406
Nigeria,NGA,1983,4.000,0.200,0.141,0.312,0.217,0.229,0.798,0.031,1.393,1.298,0.489,1.233,0.307,0.000,-0.008,0.378,0.188,0.311,-0.316,-1.479,0.562,-0.194,0.664,-0.301,0.705,0.867,1.358,1.168,0.579,1.386,1.349,-1.177,1.438,1.499,1.756,-1.428,-0.615,1.052,0.406
Nigeria,NGA,1984,4.000,0.055,0.101,0.187,0.093,0.153,0.723,0.000,0.640,0.157,0.136,1.233,0.292,0.000,,0.321,0.188,0.311,-0.316,-1.479,-0.239,-1.711,0.703,-0.301,,0.867,0.953,0.368,0.476,0.003,0.183,-1.177,-0.004,1.499,1.756,-1.566,-0.615,1.052,-1.636
Nigeria,NGA,1985,4.000,0.056,0.104,0.190,0.095,0.154,0.723,0.000,0.640,0.157,0.136,1.233,0.302,0.000,,0.381,0.188,0.311,-0.316,-1.479,-0.239,-1.711,0.703,-0.301,,0.867,0.953,0.368,0.476,0.003,0.183,-1.177,-0.004,1.499,1.756,-1.566,-0.615,1.052,-1.636
Nigeria,NGA,1986,4.000,0.076,0.106,0.193,0.096,0.155,0.723,0.000,0.792,0.689,0.194,1.233,0.302,0.000,,0.381,0.188,0.311,-0.316,-1.479,-0.239,-1.711,0.703,-0.301,,0.867,0.953,0.368,0.476,0.003,0.183,-1.177,-0.004,1.499,1.756,-1.566,-0.615,1.052,-1.636
Nigeria,NGA,1987,4.000,0.076,0.106,0.193,0.096,0.161,0.799,0.000,0.792,0.689,0.194,1.233,0.302,0.000,,0.381,0.188,0.311,-0.316,-1.479,-0.239,-1.711,0.703,-0.301,,0.867,0.953,0.368,0.498,0.003,0.183,-1.177,-0.004,1.499,1.756,-1.566,-0.615,1.052,-1.636
Nigeria,NGA,1988,4.000,0.076,0.106,0.193,0.096,0.161,0.799,0.000,0.792,0.689,0.194,1.233,0.302,0.000,,0.381,0.188,0.311,-0.316,-1.479,-0.239,-1.711,0.703,-0.301,,0.867,0.953,0.368,0.498,0.003,0.183,-1.177,-0.004,1.499,1.756,-1.566,-0.615,1.052,-1.636
Nigeria,NGA,1989,4.000,0.077,0.107,0.201,0.098,0.163,0.799,0.000,0.792,0.689,0.194,1.233,0.302,0.000,,0.381,0.188,0.311,-0.316,-1.479,-0.239,-1.711,0.703,-0.301,,0.867,0.953,0.368,0.498,1.107,0.183,-1.124,1.278,1.499,1.756,-1.566,-0.615,1.052,-1.636
Nigeria,NGA,1990,4.000,0.078,0.134,0.203,0.099,0.164,0.799,0.000,0.792,0.689,0.194,1.233,0.395,0.000,,0.380,0.187,0.610,-0.316,-1.479,-0.239,-1.711,0.703,-0.301,,1.150,0.953,0.368,0.498,1.107,0.414,-1.124,1.278,1.499,1.756,-1.566,0.836,1.052,-1.636
Nigeria,NGA,1991,4.000,0.078,0.135,0.204,0.099,0.165,0.811,0.000,1.114,0.689,0.194,1.233,0.395,0.000,,0.380,0.187,0.610,-0.316,-1.479,-0.239,-1.711,0.703,-0.027,,1.150,0.953,0.368,0.501,1.107,0.820,-1.124,1.278,1.499,1.756,-1.566,0.836,1.052,-1.636
Nigeria,NGA,1992,4.000,0.083,0.141,0.222,0.108,0.171,0.811,0.103,1.114,0.689,0.194,1.233,0.395,0.000,0.741,0.380,0.187,0.610,-1.301,-1.479,-0.239,-1.711,0.469,-0.027,0.731,1.150,0.953,0.368,0.501,0.928,0.820,-1.124,1.454,1.499,1.756,-1.566,0.836,1.052,-1.636
Nigeria,NGA,1993,4.000,0.085,0.143,0.230,0.147,0.174,0.811,0.125,1.114,0.689,0.194,1.233,0.395,0.000,1.496,0.380,0.187,0.610,-1.301,-1.479,-0.239,-1.711,0.465,-0.027,,1.150,0.953,0.368,0.501,-0.008,0.820,-1.124,1.454,1.499,1.756,-1.566,0.836,1.052,-1.636
Nigeria,NGA,1994,4.000,0.073,0.132,0.194,0.095,0.166,0.844,0.000,1.114,0.154,0.186,1.233,0.395,0.000,,0.380,0.187,0.610,-1.301,-1.479,-0.239,-1.711,0.465,-0.294,,1.150,0.953,0.368,0.512,-0.008,0.392,-1.124,0.168,1.499,1.756,-1.834,0.836,1.052,-1.636
Nigeria,NGA,1995,4.000,0.063,0.131,0.191,0.094,0.163,0.822,0.000,0.642,0.154,0.149,1.233,0.395,0.000,,0.380,0.180,0.610,-1.301,-1.479,-0.239,-1.711,0.465,-0.294,,1.150,0.953,0.368,0.507,-0.008,0.392,-1.124,0.168,1.499,1.756,-1.834,0.836,1.052,-1.636
Nigeria,NGA,1996,4.000,0.063,0.131,0.191,0.094,0.163,0.822,0.000,0.642,0.154,0.149,1.233,0.395,0.000,,0.380,0.180,0.610,-1.301,-1.479,-0.239,-1.711,0.465,-0.294,,1.150,0.953,0.368,0.507,-0.008,0.392,-1.124,0.168,1.499,1.756,-1.834,0.836,1.052,-1.636
Nigeria,NGA,1997,4.000,0.064,0.134,0.201,0.096,0.166,0.822,0.000,0.642,0.154,0.149,1.233,0.395,0.000,,0.380,0.180,0.610,-1.301,-1.479,-0.239,-1.711,0.465,-0.294,,1.150,0.953,0.368,0.507,0.931,0.392,-1.124,0.168,1.499,1.756,-1.834,0.836,1.052,-1.636
Nigeria,NGA,1998,4.000,0.208,0.140,0.222,0.106,0.177,0.867,0.021,0.642,0.154,0.626,1.233,0.395,0.000,1.522,0.380,0.180,0.610,-1.301,-1.479,-0.239,-1.302,0.465,-0.294,,1.150,0.953,0.368,0.520,0.931,0.526,-1.124,1.089,1.499,1.756,-1.483,0.836,1.052,-1.292
Nigeria,NGA,1999,4.000,0.321,0.225,0.379,0.245,0.275,0.867,0.269,1.811,1.007,0.740,1.233,0.470,1.000,1.522,0.539,0.258,0.610,0.568,0.038,0.999,0.496,0.767,0.194,0.808,1.463,1.624,1.020,0.614,1.792,1.008,-1.124,1.335,1.823,1.756,-0.996,0.836,1.052,-0.530
Nigeria,NGA,2000,4.000,0.373,0.268,0.475,0.325,0.322,0.867,0.312,1.811,1.183,0.740,1.233,0.470,1.000,1.522,0.539,0.258,0.610,0.568,0.038,0.999,0.496,0.759,0.194,0.808,1.463,1.624,1.020,0.614,1.792,1.008,-1.124,1.335,1.823,1.756,-0.996,0.836,1.052,-0.530
Nigeria,NGA,2001,4.000,0.373,0.268,0.475,0.325,0.322,0.867,0.312,1.811,1.183,0.740,1.233,0.470,1.000,1.522,0.539,0.258,0.610,0.568,0.038,0.999,0.496,0.759,0.194,0.808,1.463,1.624,1.020,0.614,1.792,1.008,-1.124,1.335,1.823,1.756,-0.996,0.836,1.052,-0.530
Nigeria,NGA,2002,4.000,0.373,0.268,0.475,0.325,0.322,0.867,0.312,1.811,1.183,0.740,1.233,0.470,1.000,1.522,0.539,0.258,0.610,0.568,0.038,0.999,0.496,0.759,0.194,0.808,1.463,1.624,1.020,0.614,1.792,1.008,-1.124,1.335,1.823,1.756,-0.996,0.836,1.052,-0.530
Nigeria,NGA,2003,4.000,0.348,0.246,0.430,0.301,0.298,0.867,0.215,1.811,1.183,0.740,1.233,0.470,1.000,1.496,0.539,0.258,0.610,0.568,0.038,0.999,0.496,0.759,0.194,0.808,1.463,1.624,1.020,0.614,1.792,1.008,-1.124,1.335,1.823,1.756,-0.996,0.836,1.052,-0.530
Nigeria,NGA,2004,4.000,0.339,0.238,0.413,0.292,0.289,0.867,0.179,1.811,1.183,0.740,1.233,0.470,1.000,1.496,0.539,0.258,0.610,0.568,0.038,0.999,0.496,0.759,0.194,0.808,1.463,1.624,1.020,0.614,1.792,1.008,-1.124,1.335,1.823,1.756,-0.996,0.836,1.052,-0.530
Nigeria,NGA,2005,4.000,0.339,0.238,0.413,0.292,0.289,0.867,0.179,1.811,1.183,0.740,1.233,0.470,1.000,1.496,0.539,0.258,0.610,0.568,0.038,0.999,0.496,0.759,0.194,0.808,1.463,1.624,1.020,0.614,1.792,1.008,-1.124,1.335,1.823,1.756,-0.996,0.836,1.052,-0.530
Nigeria,NGA,2006,4.000,0.341,0.238,0.416,0.292,0.290,0.867,0.179,1.811,1.183,0.740,1.233,0.470,1.000,1.496,0.539,0.258,0.610,0.568,0.038,0.999,0.496,0.754,0.515,0.658,1.487,1.624,1.378,0.614,1.792,1.008,-1.124,1.178,2.081,1.756,-0.996,0.836,1.052,-0.530
Nigeria,NGA,2007,4.000,0.337,0.237,0.410,0.295,0.286,0.858,0.172,1.811,1.183,0.740,1.233,0.470,1.000,1.161,0.539,0.258,0.610,0.568,0.102,1.025,0.843,0.754,0.338,0.658,1.514,1.958,1.044,0.611,1.792,1.008,-1.037,1.410,1.829,1.756,-0.996,0.836,1.052,-0.530
Nigeria,NGA,2008,4.000,0.339,0.239,0.416,0.301,0.290,0.858,0.177,1.903,1.183,0.740,1.108,0.470,1.000,1.161,0.539,0.252,0.616,0.568,0.410,1.040,0.676,0.767,0.509,0.806,1.534,1.958,1.044,0.612,1.792,1.008,-1.037,1.270,1.829,1.756,-0.996,0.836,1.052,-0.530
Nigeria,NGA,2009,4.000,0.338,0.239,0.414,0.301,0.289,0.860,0.177,1.903,1.183,0.740,1.108,0.470,1.000,1.161,0.539,0.251,0.616,0.568,0.410,1.025,0.844,0.767,0.509,0.806,1.534,1.958,1.044,0.613,1.792,1.004,-1.030,1.191,1.829,1.852,-0.996,0.836,1.052,-0.530
Nigeria,NGA,2010,4.000,0.354,0.248,0.428,0.314,0.297,0.875,0.185,1.903,1.157,0.759,1.108,0.476,1.000,1.161,0.548,0.264,0.613,0.863,0.296,1.318,0.863,0.810,0.335,1.064,1.836,1.958,1.323,0.615,1.792,1.004,-1.060,1.258,2.044,2.077,-0.961,0.859,1.052,-0.530
Nigeria,NGA,2011,4.000,0.396,0.277,0.490,0.348,0.332,0.876,0.310,1.885,1.141,0.768,1.108,0.476,1.000,0.818,0.548,0.264,0.613,0.863,0.360,1.318,0.863,0.798,0.460,0.837,1.836,1.958,1.304,0.618,1.792,0.974,-1.060,1.404,2.353,2.193,-0.961,0.859,1.052,-0.519
Nigeria,NGA,2012,4.000,0.399,0.285,0.505,0.355,0.340,0.872,0.355,1.885,1.141,0.752,1.108,0.476,1.000,0.818,0.548,0.264,0.613,0.863,0.360,1.352,0.863,0.791,0.460,0.837,1.836,1.958,1.304,0.615,1.439,0.974,-1.060,1.052,2.353,2.354,-0.961,0.859,1.052,-0.519
Nigeria,NGA,2013,4.000,0.419,0.298,0.523,0.379,0.352,0.868,0.384,1.987,1.024,0.770,1.108,0.486,1.000,0.818,0.565,0.260,0.644,0.970,0.531,1.498,1.096,0.811,0.460,0.837,1.633,1.557,1.270,0.617,1.921,0.855,-0.838,1.052,2.173,2.157,-0.859,0.956,1.244,-0.519
Nigeria,NGA,2014,4.000,0.427,0.303,0.532,0.386,0.359,0.874,0.394,1.987,1.024,0.770,1.108,0.486,1.000,0.818,0.565,0.260,0.644,0.970,0.531,1.498,0.885,0.828,0.145,0.837,1.679,1.935,1.270,0.621,1.921,0.958,-0.838,1.133,2.592,2.157,-0.859,0.956,1.244,-0.519
Nigeria,NGA,2015,4.000,0.429,0.319,0.561,0.401,0.376,0.874,0.453,1.987,0.955,0.737,1.108,0.490,1.000,1.090,0.573,0.252,0.644,0.970,0.365,1.520,0.721,0.836,0.477,1.118,1.822,1.836,1.270,0.621,1.921,0.958,-0.838,1.418,2.192,2.157,-0.893,0.946,1.244,-0.519
Nigeria,NGA,2016,4.000,0.424,0.317,0.557,0.399,0.374,0.874,0.437,1.987,0.955,0.738,1.108,0.493,1.000,1.090,0.573,0.255,0.644,0.918,0.301,1.439,0.721,0.832,0.477,1.118,1.880,1.836,1.270,0.621,1.921,0.981,-0.838,1.131,2.599,2.314,-0.893,0.946,1.244,-0.634
Nigeria,NGA,2017,4.000,0.419,0.314,0.556,0.387,0.374,0.874,0.437,1.987,0.632,0.720,1.108,0.484,1.000,1.090,0.542,0.249,0.652,0.918,0.274,1.370,0.721,0.813,0.477,0.861,1.880,1.836,1.540,0.625,1.921,1.005,-0.855,1.131,2.599,1.773,-0.893,0.946,1.244,-0.634
Nigeria,NGA,2018,4.000,0.405,0.308,0.556,0.388,0.372,0.870,0.437,1.987,0.632,0.693,0.733,0.472,1.000,1.090,0.532,0.258,0.634,0.918,0.274,1.370,0.721,0.805,0.144,1.111,1.880,1.472,1.506,0.618,1.921,1.005,-0.855,1.131,2.599,1.773,-0.893,0.946,1.244,-0.634
Nigeria,NGA,2019,4.000,0.361,0.293,0.525,0.364,0.355,0.867,0.385,1.987,0.512,0.636,0.733,0.473,1.000,1.059,0.530,0.279,0.634,0.819,0.266,1.320,0.905,0.768,0.557,1.013,1.822,1.177,1.506,0.622,1.921,1.005,-0.855,1.356,2.094,1.773,-0.893,0.946,1.244,-0.634
Nigeria,NGA,2020,4.000,0.352,0.287,0.513,0.346,0.343,0.838,0.380,1.730,0.512,0.626,0.759,0.473,1.000,1.059,0.541,0.229,0.636,0.854,0.266,1.280,0.743,0.744,0.557,0.719,1.822,1.561,1.508,0.612,1.203,1.014,-1.192,1.091,1.982,1.737,-0.893,0.914,1.188,-0.344
Nigeria,NGA,2021,4.000,0.313,0.279,0.491,0.329,0.330,0.831,0.374,1.510,0.512,0.564,0.825,0.478,1.000,1.059,0.541,0.234,0.648,0.645,0.242,1.365,0.555,0.699,0.569,0.886,1.822,1.561,1.126,0.608,1.203,1.071,-1.116,1.221,1.982,1.737,-0.890,1.013,1.188,-0.413
Nigeria,NGA,2022,4.000,0.325,0.272,0.492,0.318,0.328,0.824,0.375,1.499,0.699,0.592,1.077,0.462,1.000,1.059,0.547,0.251,0.617,0.312,0.171,1.278,0.555,0.640,0.670,0.578,1.255,1.753,1.648,0.603,1.203,1.355,-0.989,1.456,1.715,1.289,-0.890,0.852,1.063,-0.413
Nigeria,NGA,2023,4.000,0.340,0.285,0.490,0.314,0.331,0.840,0.349,1.337,0.614,0.626,1.053,0.492,1.000,1.049,0.575,0.245,0.675,0.570,0.371,1.567,0.723,0.662,0.548,0.388,2.012,1.649,1.598,0.611,1.203,1.177,-0.872,1.364,2.010,1.812,-0.348,1.076,1.381,-0.383
Nigeria,NGA,2024,4.000,0.359,0.295,0.502,0.315,0.337,0.843,0.363,1.672,1.395,0.659,1.053,0.507,1.000,1.049,0.593,0.284,0.665,0.255,0.398,1.567,0.688,0.590,0.389,0.388,2.012,1.361,0.955,0.613,1.919,1.604,-1.184,1.695,2.010,1.812,-0.792,0.931,1.492,-0.383
Republic of the Congo,COG,1960,4.000,0.230,0.120,0.249,0.181,0.125,0.529,0.364,-0.027,-0.456,0.655,-0.147,0.300,1.000,-0.882,0.382,0.173,0.312,0.406,-0.143,0.649,-0.448,0.563,1.366,-0.312,0.401,0.155,-0.569,0.314,0.223,-0.300,-1.663,0.635,-0.964,0.101,0.150,-0.246,0.028,-0.485
Republic of the Congo,COG,1961,4.000,0.258,0.136,0.302,0.195,0.143,0.529,0.354,-0.027,-0.456,0.671,-0.147,0.300,1.000,-0.226,0.382,0.173,0.312,0.406,-0.143,0.649,-0.448,0.498,1.366,-0.312,0.401,0.155,-0.569,0.320,0.223,-0.300,-1.663,0.635,-0.964,0.101,0.150,-0.246,0.028,-0.485
Republic of the Congo,COG,1962,4.000,0.252,0.133,0.291,0.191,0.139,0.529,0.354,-0.027,-0.456,0.671,-0.147,0.300,1.000,-0.226,0.382,0.173,0.312,0.406,-0.214,0.649,-0.448,0.498,1.597,-0.312,0.401,0.155,-1.242,0.320,-0.523,-0.591,-1.663,0.456,-0.964,0.101,0.150,-0.246,0.028,-0.485
Republic of the Congo,COG,1963,4.000,0.218,0.116,0.229,0.173,0.137,0.525,0.227,-0.027,-0.787,0.645,-1.647,0.304,0.000,-0.643,0.382,0.184,0.312,0.406,-0.022,0.649,-0.795,0.498,1.597,-0.312,0.152,-0.029,-1.242,0.372,-1.178,-0.786,-1.663,0.295,-0.964,0.101,0.150,-0.246,0.028,-0.485
Republic of the Congo,COG,1964,4.000,0.153,0.092,0.132,0.093,0.133,0.377,0.000,-0.735,-1.357,0.527,-1.647,0.304,0.000,,0.382,0.184,0.312,,-0.022,0.649,-0.795,,1.597,,0.152,-0.029,-1.683,0.455,-2.115,-1.257,-1.016,-0.145,-0.964,0.101,-0.010,-0.246,0.028,-0.485
Republic of the Congo,COG,1965,4.000,0.153,0.092,0.132,0.093,0.133,0.377,0.000,-0.735,-1.357,0.527,-1.647,0.304,0.000,,0.382,0.184,0.312,,-0.022,0.649,-0.795,,1.597,,0.152,-0.029,-1.683,0.455,-2.115,-1.257,-1.016,-0.145,-0.964,0.101,-0.010,-0.246,0.028,-0.485
