Country Name,Country ISO3 Code,Year,Region (Politico-Geographic 6-Category),Deliberative Democracy Index (D),Egalitarian Democracy Index (D),Electoral Democracy Index (D),Liberal Democracy Index (D),Participatory Democracy Index (D),Access to Justice for Men (C),Access to Justice for Women (C),Barriers to Parties (C),Civil Society Participation Index (D),Clean Elections Index (D),Compliance with High Court (C),Compliance with Judiciary (C),CSO Entry and Exit (C),CSO Repression (C),Deliberative Component Index (D),Distinct Party Platforms (C),Egalitarian Component Index (D),Elected Officials Index (D),Elections Multiparty (C),Equal Access Index (D),Equal Distribution of Resources Index (D),Equal Protection Index (D),Equality before Law & Individual Liberty Index (D),Executive Oversight (C),Executive Respects Constitution (C),Freedom from Forced Labor for Men (C),Freedom from Forced Labor for Women (C),Freedom from Political Killings (C),Freedom from Torture (C),Freedom of Academic & Cultural Expression (C),Freedom of Association Thick Index (D),Freedom of Discussion for Men (C),Freedom of Discussion for Women (C),Freedom of Domestic Movement for Men (C),Freedom of Domestic Movement for Women (C),Freedom of Expression & Alt. Info. Index (D),Freedom of Foreign Movement (C),Freedom of Religion (C),Gov. Censorship Effort — Media (C),Harassment of Journalists (C),High Court Independence (C),Indirectly Elected Legis. Lower Chamber (A),Indirectly Elected Legis. Upper Chamber (A),Initiatives Administrative Threshold (A),Initiatives Permitted (A),Initiatives Signatures (A),Initiatives Signatures % (A),Initiatives Super Majority (A),Judicial Constraints on Executive Index (D),Legislative Constraints on Executive Index (D),Legislative Party Cohesion (C),Legislature Bicameral (A*),Legislature Investigates in Practice (C),Legislature Opposition Parties (C),Legislature Questions Officials in Practice (C),Liberal Component Index (D),Lower Chamber Elected (A),Lower Court Independence (C),Media Bias (C),Media Self-Censorship (C),Opposition Parties Autonomy (C),Participatory Component Index (D),Party Ban (C),Party Branches (C),Party Linkages (C),Party Organizations (C),Print/Broadcast Media Critical (C),Print/Broadcast Media Perspectives (C),Rigorous & Impartial Public Administration (C),Social Class Equality (Civil Liberty) (C),Social Group Equality (Civil Liberty) (C),Transparent Laws with Predictable Enforcement (C),Upper Chamber Elected (A)
Tanzania,TZA,2012,4.000,0.388,0.355,0.483,0.407,0.309,0.873,0.792,1.133,0.809,0.499,1.035,0.974,0.951,1.183,0.768,0.813,0.684,0.880,0.718,0.782,0.618,0.680,0.774,1.861,1.106,0.933,0.910,1.492,1.156,1.158,0.744,1.497,1.465,1.637,1.534,0.744,1.270,1.589,-0.156,0.556,1.017,2.000,,,0.000,,,,0.760,0.915,1.220,1.000,2.163,1.605,2.175,0.810,75.000,0.906,1.615,0.278,1.519,0.569,1.461,0.747,0.695,0.959,1.031,1.685,0.833,0.975,1.595,1.389,
Tanzania,TZA,2013,4.000,0.393,0.344,0.477,0.399,0.303,0.873,0.792,1.133,0.804,0.499,1.035,0.974,0.951,0.943,0.777,0.532,0.666,0.880,0.718,0.736,0.611,0.673,0.752,1.861,1.106,0.933,0.910,1.492,1.156,1.158,0.726,1.497,1.465,1.078,1.534,0.745,1.371,1.237,-0.156,0.599,0.968,2.000,,,0.000,,,,0.758,0.912,1.570,1.000,2.272,1.595,2.175,0.797,75.000,0.819,1.615,0.278,1.304,0.566,1.461,0.555,0.695,0.852,1.031,1.685,0.621,0.975,1.595,1.072,
Tanzania,TZA,2014,4.000,0.391,0.348,0.476,0.397,0.303,0.873,0.641,1.133,0.804,0.499,1.035,0.974,0.951,0.943,0.777,0.532,0.670,0.880,0.718,0.751,0.611,0.673,0.748,1.861,1.106,0.933,0.910,1.492,1.156,1.158,0.726,1.497,1.465,1.078,1.534,0.740,1.371,1.237,-0.239,0.599,0.968,2.000,,,0.000,,,,0.758,0.912,1.570,1.000,2.272,1.595,2.175,0.798,75.000,0.819,1.365,0.278,1.304,0.566,1.461,0.555,0.695,0.852,1.031,1.685,0.621,0.975,1.595,1.072,
Tanzania,TZA,2015,4.000,0.382,0.358,0.457,0.392,0.293,0.999,0.641,1.157,0.791,0.491,1.035,0.974,0.419,0.943,0.777,0.532,0.726,0.838,0.572,0.817,0.704,0.673,0.764,1.861,1.106,0.933,0.910,1.444,1.125,1.158,0.705,1.477,1.443,1.078,1.534,0.715,1.371,1.237,-0.629,0.599,0.968,1.814,,,0.000,,,,0.788,0.917,1.570,1.000,2.272,1.668,2.175,0.813,73.510,1.295,0.982,0.754,1.304,0.565,1.461,0.555,0.695,0.852,1.236,1.008,0.963,0.975,1.595,1.344,
Tanzania,TZA,2016,4.000,0.333,0.343,0.411,0.353,0.268,0.923,0.788,1.157,0.771,0.454,1.064,1.268,0.208,0.436,0.731,0.532,0.762,0.838,0.572,0.852,0.727,0.732,0.761,1.571,1.066,0.933,0.910,1.258,0.995,1.033,0.667,0.860,0.850,1.078,1.534,0.628,1.253,1.181,-0.863,0.055,1.326,1.000,,,0.000,,,,0.818,0.810,1.149,1.000,1.379,0.988,1.572,0.785,67.000,1.295,0.866,0.546,1.304,0.559,1.117,0.555,0.727,0.852,0.692,1.008,0.923,1.260,1.854,1.316,
Tanzania,TZA,2017,4.000,0.341,0.339,0.401,0.346,0.263,1.019,0.788,1.078,0.789,0.444,1.064,1.268,0.237,0.341,0.761,0.532,0.765,0.838,0.572,0.849,0.749,0.732,0.762,1.784,0.976,1.010,0.910,1.030,1.048,1.033,0.644,1.026,1.043,1.078,1.534,0.629,1.154,1.181,-0.880,0.055,1.201,1.000,,,0.000,,,,0.803,0.813,1.357,1.000,1.379,0.988,1.139,0.785,67.000,1.295,0.800,0.546,1.064,0.557,1.117,0.555,0.773,0.852,0.692,1.008,1.016,1.260,1.854,1.316,
Tanzania,TZA,2018,4.000,0.331,0.327,0.390,0.332,0.263,1.019,0.788,1.031,0.786,0.442,0.961,0.766,-0.036,0.341,0.760,0.514,0.747,0.838,0.572,0.832,0.696,0.764,0.749,1.680,1.356,0.940,1.064,1.030,1.048,0.855,0.628,1.026,1.043,1.078,1.534,0.598,0.746,0.746,-1.237,0.055,0.724,1.000,,,0.000,,,,0.740,0.828,0.647,1.000,1.379,0.790,2.165,0.761,67.000,0.875,0.800,0.546,1.064,0.574,1.117,0.792,0.773,0.852,0.236,1.008,1.016,1.260,1.968,1.194,
Tanzania,TZA,2019,4.000,0.341,0.325,0.385,0.330,0.258,1.019,0.419,0.836,0.801,0.449,0.961,1.167,-0.036,0.220,0.798,0.604,0.749,0.838,0.572,0.826,0.706,0.765,0.727,1.488,1.356,1.197,1.064,1.035,0.954,0.855,0.610,0.848,0.805,1.078,1.534,0.597,0.485,0.746,-1.237,0.055,0.724,1.000,,,0.000,,,,0.770,0.808,1.288,1.000,1.003,0.981,2.165,0.764,67.000,0.875,1.036,0.091,1.064,0.563,1.117,0.504,0.773,0.852,0.541,1.008,1.016,1.309,1.790,1.194,
Tanzania,TZA,2020,4.000,0.333,0.331,0.386,0.336,0.256,1.019,0.825,0.836,0.791,0.418,1.300,1.167,-0.036,0.339,0.771,0.604,0.768,0.910,0.188,0.836,0.744,0.765,0.731,1.833,1.356,1.197,1.393,0.944,0.954,0.855,0.611,0.848,0.805,0.724,1.200,0.575,0.485,0.746,-1.452,0.432,1.158,30.000,,,0.000,,,,0.829,0.813,1.288,1.000,1.576,0.931,0.763,0.779,67.000,1.290,1.036,-0.700,1.064,0.558,1.117,0.504,0.438,0.852,0.541,1.008,1.016,1.309,1.790,1.194,
Tanzania,TZA,2021,4.000,0.311,0.326,0.365,0.328,0.255,1.265,1.066,0.836,0.826,0.333,1.300,1.167,0.216,0.339,0.734,0.604,0.782,0.910,0.188,0.845,0.777,0.754,0.774,1.920,1.379,1.197,1.393,1.302,0.817,1.041,0.614,0.938,0.907,0.996,1.738,0.602,0.762,0.988,-1.338,0.432,1.158,30.000,,,0.000,,,,0.828,0.801,1.288,1.000,1.576,0.490,0.763,0.790,67.000,1.290,1.108,-0.484,1.064,0.582,1.117,0.902,0.844,0.852,0.711,1.008,1.248,1.309,1.966,1.194,
Tanzania,TZA,2022,4.000,0.329,0.343,0.390,0.346,0.258,1.265,1.066,0.836,0.760,0.333,1.300,1.167,0.216,0.671,0.749,0.689,0.789,0.910,0.188,0.864,0.777,0.755,0.838,1.927,1.379,1.197,1.393,1.302,1.817,1.041,0.618,1.893,1.912,0.996,1.738,0.712,1.775,0.988,-1.032,0.886,0.821,30.000,,,0.000,,,,0.789,0.803,0.268,1.000,1.750,0.490,0.763,0.800,67.000,0.942,1.108,0.984,1.064,0.559,1.117,0.444,0.534,0.852,0.711,1.008,2.221,1.309,2.398,1.194,
Tanzania,TZA,2023,4.000,0.335,0.324,0.419,0.366,0.261,1.265,1.066,1.069,0.810,0.370,1.300,1.167,1.383,1.057,0.721,0.263,0.695,0.910,0.188,0.809,0.582,0.730,0.844,1.501,1.314,1.197,1.393,2.133,1.817,1.325,0.708,1.893,1.416,0.996,1.738,0.701,1.775,0.988,-0.482,0.490,1.358,30.000,,,0.000,,,,0.829,0.793,1.036,1.000,1.750,0.490,0.763,0.809,67.000,1.214,1.108,0.276,1.291,0.529,1.117,0.444,0.534,0.628,0.711,1.008,1.645,1.309,2.055,1.194,
Tanzania,TZA,2024,4.000,0.320,0.343,0.415,0.368,0.266,0.936,1.066,1.069,0.868,0.368,1.300,1.167,1.383,1.057,0.681,0.263,0.753,0.910,0.188,0.837,0.726,0.737,0.835,2.223,1.314,1.197,1.393,2.133,1.817,1.325,0.693,1.893,1.416,0.996,1.738,0.699,1.775,0.988,-0.750,0.490,1.358,30.000,,,0.000,,,,0.829,0.830,1.036,1.000,1.750,0.490,0.763,0.820,67.000,1.214,1.108,0.671,1.057,0.548,1.117,0.444,0.534,1.222,0.711,1.008,1.645,1.309,2.055,1.194,
